title,description,label_int,label
Man Charged in UK Tsunami Death Email Probe (Reuters),"Reuters - British police said on Monday they had\charged a man with sending hoax emails to relatives of people\missing since the Asian tsunami, saying their loved ones had\been confirmed dead.",4,Sci/Tech
Activities Slowly Resume in Florida Schools Hit Hard by Storm,"The Lemon Bay Manta Rays were not going to let a hurricane get in the way of football. On Friday, they headed to the practice field for the first time in eight ",3,Business
"Bill Gates Gives \$400,000 to California Stem-Cell Bond Measure","Microsoft Corp. Chairman Bill Gates has donated \$400,000 to a campaign in California trying to win approval of a measure calling for the state to sell \$3 billion in bonds to fund stem-cell research.",3,Business
Marion Jones Sues BALCO Founder (AP),AP - Track star Marion Jones filed a defamation lawsuit Wednesday against the man whose company is at the center of a federal investigation into illegal steroid use among some of the nation's top athletes.,2,Sports
Movie swappers put on notice,"LOS ANGELES - On Sept. 1, former secretary of Agriculture Dan Glickman replaced the legendary Jack Valenti as president and CEO of Hollywood #39;s trade group, the Motion Picture Association of America.",4,Sci/Tech
ENGLAND STARS  quot;SADDENED quot; BY ZIMBABWE DRAMA,England #39;s players hit out at cricket #39;s authorities tonight and claimed they had been used as  quot;political pawns quot; after the Zimbabwe government produced a spectacular U-turn to ensure the controversial one-day series will go ahead.,2,Sports
Pulitzer Inc. says it #39;s considering sale,Newspaper publisher Pulitzer Inc. said Sunday that company officials are considering a possible sale of the firm to boost shareholder value.,3,Business
Merck plunges on report it hid Vioxx risks,Shares of Merck  amp; Co. plunged almost 10 percent yesterday after a media report said that documents show the pharmaceutical giant hid or denied ,3,Business
Major Leaguers Take 3-0 Lead in Japan (AP),AP - The Japanese won the pregame home run derby. Then the game started and the major league All-Stars put their bats to work. Back-to-back home runs by Moises Alou and Vernon Wells in the fourth inning and by Johnny Estrada and Brad Wilkerson in the ninth powered the major leaguers past the Japanese stars 7-3 Sunday for a 3-0 lead in the eight-game series.,2,Sports
Wall Street Expected to Slip at Opening (Reuters),"Reuters - Wall Street was expected to dip at\Thursday's opening, but shares of Texas Instruments Inc.\, may climb after it gave upbeat earnings guidance.",3,Business
China Detains Prominent Buddhist Leader,"Chinese authorities detained a prominent, U.S.-based Buddhist leader in connection with his plans to reopen an ancient temple complex in the Chinese province of Inner Mongolia last week and have forced dozens of his American followers to leave the region, local officials said Wednesday.",1,World
Getting the Hurricane Word Out,"The director of the National Hurricane Center stays calm in the midst of a storm, but wants everyone in hurricane-prone areas to get the message from his media advisories: Respect the storm's power and make proper response plans.",4,Sci/Tech
BARCLAYCARD PREMIERSHIP BETTING ODDS: ARSENAL,"With Chelsea losing their unbeaten record and Manchester United failing yet again to win, William Hill now make Arsenal red-hot 2/5 favourites to retain the title.",2,Sports
"Airbus, Boeing in subsidies battle","Late in August, Boeing #39;s top sales execs flew to Singapore for a crucial sales pitch. They were close to persuading Singapore Airlines, one of the world #39;s leading airlines, to buy the American company #39;s new jet, the mid-sized 7E7.",3,Business
"SBC, BellSouth let their fingers do the walking","SBC Communications and BellSouth will acquire YellowPages.com with the goal of building the site into a nationwide online business index, the companies said Thursday.",3,Business
Cavs #39; ground game grinds up Tigers,Theresa special bookcase in Al Grohs office completely full of game plans from his days in the NFL. Green ones are from the Jets.,2,Sports
California cities and counties sue Microsoft for antitrust,"SAN FRANCISCO Several California cities and counties, including Los Angeles and San Francisco, are suing Microsoft for what could amount to billions of dollars.",4,Sci/Tech
"Magpies top UEFA group, Hearts out",Newcastle ensured their place as top seeds in Friday #39;s third round UEFA Cup draw after holding Sporting Lisbon to a 1-1 draw at St James #39; Park.,2,Sports
Turkish press jubilant over green light for EU accession talks,"Adorned with Turkish and EU flags, Turkey #39;s newspapers hailed Thursday an official EU report recommending the country start talks to join the bloc, while largely ignoring the stringent conditions attached to the announcement.",1,World
Google plans desktop search tool for Apple PCs,"Google plans to release a version of its desktop search tool for computers that run Apple Computer #39;s Mac operating system, Google #39;s chief executive, Eric Schmidt, said Friday.",4,Sci/Tech
Sito accreditato da:,AMD : sicurezza e prestazioni ottimali con il nuovo processore mobile per notebook leggeri e sottili; Acer Inc. preme sull #39;acceleratore con il nuovo notebook a marchio Ferrari.,4,Sci/Tech
Ringing in the season,"The sounds of tinkling bells could be heard above the bustle of the Farmers Market on the Long Beach Promenade, leading shoppers to a row of bright red tin kettles dotting a pathway Friday.",3,Business
Miller skis to another World Cup win,"CBC SPORTS ONLINE - Bode Miller continued his impressive 2004-05 World Cup skiing season by winning a night slalom race in Sestriere, Italy on Monday.",2,Sports
Report: Firefox Gains 34 Percent in November,"Firefox use around the world climbed 34 percent in the last month, according to a report published by Web analytics company WebSideStory Monday.",4,Sci/Tech
Exchange That Funky Gift Card,"If a plastic card that gives you credit for something you don't want isn't your idea of a great gift, you can put it up for sale or swap.",4,Sci/Tech
Benefits Seen in Earth Observation Data,"WASHINGTON Aug. 17, 2004  Scientists are planning to take the pulse of the planet and more in an effort to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch will be ...",4,Sci/Tech
Orange crush hopes,"Damien Rhodes scored on a 2-yard run in the second overtime, then Syracuse's defense stopped Pittsburgh on fourth and 1, sending the Orange to a 38-31 victory yesterday in Syracuse, N.Y.",2,Sports
"Harris, Miami Upend No. 19 Florida 72-65 (AP)",AP - Anthony Harris scored 18 of his career-high 23 points in the second half to help Miami upset No. 19 Florida 72-65 Saturday and give first-year coach Frank Haith his biggest victory.,2,Sports
HBOS opts not to bid for Abbey National,"LONDON Santander Central Hispano of Spain looked certain to clinch its bid for the British mortgage lender Abbey National, after HBOS, Britain #39;s biggest home-loan company, said Wednesday it would not counterbid, and after the European Commission cleared ",3,Business
Photos: Networks of tomorrow,New communications technology could spawn future products. Could your purse tell you to bring an umbrella?,4,Sci/Tech
Justice Dept Opens Fannie Probe - Source," WASHINGTON (Reuters) - The Justice Department is  investigating possible accounting fraud at Fannie Mae, bringing  greater government scrutiny to bear on the mortgage finance  company, already facing a parallel inquiry by the SEC, a source  close to the matter said on Thursday.",3,Business
Paris Favored to Win 2012 Olympics Bid (AP),"AP - The five cities looking to host the 2012 Summer Games submitted bids to the International Olympic Committee on Monday, entering the final stage of a long process in hopes of landing one of the biggest prizes in sports.",2,Sports
SAP Lands \$35 Million Post-Office Deal,SAP has won a \$35 million contract to install its human resources software for the US Postal Service. The NetWeaver-based system will replace the Post Office #39;s current 25-year-old legacy application ,4,Sci/Tech
A race-day washout?,The FIA has already cancelled todays activities at Suzuka as Super Typhoon Ma-On heads towards the 5.807km circuit. Saturday practice has been cancelled altogether while pre-qualifying and final qualifying ,2,Sports
Thai premier visits deaths town,Thailand's prime minister  visits the southern town where scores of Muslims died in army custody after a rally.,1,World
Tata to invest \$2bn in Bangladesh,"Indian industrial group Tata agrees to invest \$2bn in Bangladesh, the biggest single deal agreed by a firm in the south Asian country.",3,Business
Open Source Makes Do-It-Yourself CRM Possible (NewsFactor),"NewsFactor - For years, companies large and small have been convinced that if they want the sophisticated functionality of enterprise-class software like ERP and CRM systems, they must buy pre-packaged applications. And, to a large extent, that remains true.",4,Sci/Tech
MPAA Sues Movie Swappers,"Following in the footsteps of the RIAA, the MPAA (Motion Picture Association of America) announced that they have began filing lawsuits against people who use peer-to-peer software to download copyrighted movies off the Internet.",4,Sci/Tech
"Horse Racing: Cream of US, Europe to Clash in Texas"," GRAND PRAIRIE, Texas (Reuters) - Betting on horses was  banned in Texas until as recently as 1987. Times have changed  rapidly since. Saturday, Lone Star Park race track hosts the  \$14 million Breeders Cup, global racing's end-of-season  extravaganza.",2,Sports
"Apple intros Photo iPod, U2 iPod, iTunes 4.7 (MacCentral)","MacCentral - At a special music event featuring Bono and The Edge from rock group U2 held on Tuesday, Apple took the wraps off the iPod Photo, a color iPod available in 40GB or 60GB storage capacities. The company also introduced the iPod U2, a special edition of Apple's 20GB player clad in black, equipped with a red Click Wheel and featuring engraved U2 band member signatures. The iPod Photo is available immediately, and Apple expects the iPod U2 to ship in mid-November.",4,Sci/Tech
